sonic,rmse_0-6h_tke,bias_0-6h_tke,rmse_6-12h_tke,bias_6-12h_tke,rmse_12-18h_tke,bias_12-18h_tke,rmse_18-24h_tke,bias_18-24h_tke
tse01.10m,0.1616354985733146,0.076649136606803,0.145019819521626,0.0670960988064902,0.7502532855707655,0.3406739672962174,0.4643714762528243,0.2721015381976847
tse01.30m,0.1682806625048109,0.0751985517478319,0.2350968049540929,-0.074340850265276,0.7581329048888585,-0.1816753538220634,0.5550979829447952,0.0806436346671291
tse02.10m,0.1776339688916091,0.1224945520794819,0.3191525001199904,-0.2148310117832921,0.5369608570556659,0.1090747720477673,0.6376132606123168,0.5128945156872537
tse02.30m,0.1258292821768046,0.0355126905092298,0.6055883777860325,-0.4014134019848255,0.9014932113313792,-0.6614430685858175,0.4137702614654356,-0.0046734102547379
tse04.10m,0.1706853112317763,0.0886249588329122,0.1457725650694933,-0.100852880951337,0.438128087057807,-0.2253217000348289,0.3843921934265618,0.1094555338813276
tse04.20m,0.134192669492814,0.0131289498095191,0.1162499871993721,-0.0851190036843957,0.4430825211650673,-0.2570501998294051,0.4217086379070564,0.070060153381957
tse04.30m,0.1068964086284497,-0.0026921734277156,0.113322455606041,-0.0853207416000726,0.3945306473061147,-0.2387418628543989,0.4376358927292614,0.0448920207450192
tse04.40m,0.0912835168634795,-0.0098429567613971,0.0979121768743076,-0.0703275109026111,0.3709158485780075,-0.2221286448200911,0.4642318395673612,0.0030377472906218
tse04.60m,0.1012103123669745,-0.0171873278809759,0.076924151800817,-0.0515410836363037,0.37779855770585,-0.1898665882272468,0.4543333694515923,-0.0270010714531526
tse04.80m,0.109559100155929,-0.0172450880081038,0.0799442286315173,-0.0495675131153103,0.3406926501099037,-0.1443423036678529,0.4296599767383032,-0.0590328483719198
tse04.100m,0.1099725834234496,-0.0104107572240592,0.0827724657882721,-0.0468130184643499,0.3370394318009608,-0.0930483379154873,0.4186494224607959,-0.0720630859068766
tse05.2m,,,,,,,,
tse06.10m,0.1578339869710842,0.0386865856091694,0.1228567933940589,-0.00829167738957,0.3760167325034766,-0.0461799361300217,0.4378892791995482,0.0548318149518948
tse06.20m,0.169738231507501,0.0329279825306596,0.1097491883556453,-0.0247935361493607,0.3790640402466986,-0.1072351996169749,0.4374104423548062,0.004618368881401
tse06.30m,0.1723844398563808,0.0006303838273179,0.11388103358139,-0.0557450689769593,0.382727721723391,-0.1283873899077306,0.4147195775892578,-0.0485544466392645
tse06.40m,0.1270188938468162,-0.002733230506242,0.1212269978306767,-0.0665689122170686,0.3652260438714712,-0.079976419703639,0.4069667549277317,-0.0413577325985153
tse06.60m,0.1293586354789434,-0.0309491364524814,0.1440182706163115,-0.0847398334527368,0.3228742560686285,-0.1032479459241833,0.3889258047039732,-0.0502166351668316
tse07.10m,0.200035649017069,0.1264336970645296,0.1218104256558975,0.0435180273298984,0.4555856086586319,0.2489618660818701,0.3608608131498369,0.2443880780617671
tse07.20m,0.2004483324427787,0.0894103222177026,0.1150651967324658,0.036324175470451,0.4098212889257838,-0.0002649253938205,0.282488335720957,0.057931392578614
tse08.10m,0.1651994603320855,0.0834206196891123,0.1721714514535952,0.030543407171217,0.5650121229091932,0.2627167873286569,0.3572221827916677,0.2146582798843583
tse08.20m,0.1581067579162466,0.0595711356527787,0.177843469636356,0.0452880890535448,0.4932841996281586,-0.0174086781395264,0.3368518601999916,0.0499409289145966
tse09.10m,0.2167567512515562,0.1177943814007147,0.1437120491839061,0.0326914273468125,0.6741507645273056,0.4199702117469473,0.4181728317859321,0.2723556913867075
tse09.20m,0.1893881924100743,0.0610796232433327,0.1672790147753469,0.0103317301320259,0.5974538173655414,0.0646411547780786,0.3450126798911196,0.0334506501774631
tse09.30m,0.1849677873917823,0.0750119856781552,0.1478833640711709,0.0267014964953737,0.6099363620728135,0.0209426923854088,0.3767339902111937,-0.0164650240205543
tse09.40m,0.1990849233558673,0.0922377635619634,0.1455529257650718,0.0302637297531302,0.614111258228754,-0.0093427577932909,0.4014502442263213,-0.0202832650926644
tse09.60m,0.2120882953134306,0.1010899985352005,0.1384911851414627,0.0212333589932241,0.6191341868102834,0.0499348289844239,0.385970522014181,0.0071865311217747
tse09.80m,0.1694029445482837,0.0756013467631594,0.2122180201736585,-0.04404666692361,0.6904321771255402,0.0527585469751605,0.3527322088238039,0.0278066988849792
tse09.100m,0.1375064360581624,0.0484657398129139,0.2260074152936706,-0.0840256161519153,0.7540449044687473,0.0796533795861608,0.3717940424149491,0.0284405584017368
tse10.10m,0.2328331035910125,0.1624498254713065,0.1301295866314746,0.0652290536306192,0.7902269308684604,0.5057014770696786,0.7412703082417845,0.5448788985363093
tse10.30m,0.2143043126277169,0.117722480949969,0.2014351499074721,-0.0693626899680077,0.6586634245024607,-0.0479756191222601,0.5233152915309348,0.1297052317603519
tse11.10m,0.1752796913208936,0.11967987079469,0.1128084817621919,-0.0536879568591647,0.5244571756325419,0.1818256860063503,0.6248446698932355,0.3797657773911949
tse11.20m,0.1676653188317297,0.0909989412164036,0.2200186093384068,-0.1508230723982769,0.5132256859831659,-0.1301334746069728,0.5957010620470888,0.2170070245830618
tse11.30m,0.17762240068707,0.0897571529032323,0.2523620170962788,-0.1817487709062236,0.6585095020224013,-0.3382471968234775,0.5960047936386635,0.1407209480729192
tse11.40m,0.1941053932085042,0.0943296928590284,0.2742432690051603,-0.1647714995919223,0.7003827317768935,-0.3911570633979778,0.6124106274192304,0.1058840810476059
tse11.60m,0.1577608078659523,0.0575892878877555,0.254254238524055,-0.1467190750332614,0.6749572767570287,-0.3062178781997741,0.641991479912255,0.0724705010249192
tse12.10m,0.2161534174774559,0.1528322574418347,0.033300071898455,0.0007493892252691,0.5760150821933814,0.3654000536944727,0.6525593438781343,0.5256376841398653
tse12.20m,0.1611950573465345,0.035064153479255,0.2044585652515995,-0.1536700398994794,0.5637810946418873,-0.3008960221947288,0.5752927694794442,0.1541414213613752
tse13.10m,0.1581601939279902,0.0606812515903544,0.1569128681596041,-0.125484264215489,0.3469947060540312,-0.2618093611907219,0.2774336111103728,0.1100145609522374
tse13.20m,0.1632624785631341,0.0060776685607568,0.0400336810947804,-0.0276453730700428,0.3977790332477439,-0.2766307099434379,0.2710210905617266,-0.0180676514744618
tse13.30m,0.1528183664916955,-0.0052852508609314,0.0328530719070948,-0.0209457952915058,0.40867070818028,-0.2587213781019273,0.3210966788851059,-0.035380116684553
tse13.40m,0.142633185184494,-0.0130214109043674,0.0333348308943866,-0.0222353748616905,0.3957574743939223,-0.2337578819719871,0.3448925540551619,-0.0426539400875938
tse13.60m,0.1454206883144452,-0.0379547538548364,0.0311279970561067,-0.0230781931835157,0.3865298388343776,-0.2134554649129052,0.393807031052755,-0.0589396090477621
tse13.80m,0.1406334259534356,-0.0334834954233125,0.0292619446834723,-0.0236718908848138,0.3681486046097769,-0.1932067295709991,0.3898669569165192,-0.087832591391286
tse13.100m,0.132948159601169,-0.0326805391377718,0.0269077771669838,-0.0210818983242383,0.3626280772988806,-0.1792525446649535,0.3830120887673817,-0.0999011420765918
rsw01.10m,0.1681984251798434,0.092324890730552,0.1886455967159001,-0.0507886110189815,0.3593424355056906,-0.1887351604712489,0.3452422291775507,0.1811617553358454
rsw01.20m,0.1930587751518525,0.0356056727055719,0.1413380672202359,-0.0565498916142077,0.3557178304770887,-0.2151134386286728,0.3179765087508124,0.0780220170074091
rsw02.10m,0.2080802518314215,0.1014584907614577,0.5861607262965906,-0.4223856585592007,0.5694574642817828,-0.3134774843611126,0.4265287804254293,0.3354984387245766
rsw02.20m,0.1714528141566983,0.0475555750900602,0.0928697227202272,-0.0638486261942455,0.4207842474252159,-0.2419936342074085,0.2639304267012734,0.071266152989328
rsw03.10m,0.1393405647558651,0.0533405450514011,0.0955604109665449,-0.0639178498405076,0.336350758813386,-0.1712101511309116,0.3106403554051891,0.115013738837194
rsw03.20m,0.1693131049101102,0.0226054348925948,0.0942964272817415,-0.0679174627374196,0.3395004949330907,-0.1934299302954525,0.3007439480624767,0.0367802781835267
rsw03.30m,0.1512743375840412,0.0215136860898187,0.1068542731429574,-0.0801708244590612,0.327347936135408,-0.1869556653420987,0.3167053547855868,0.0062866617304718
rsw03.40m,0.1150648050376857,0.0196344172318928,0.0919720693042839,-0.0685405181085517,0.3613852960491097,-0.2016688940114987,0.3367800341040252,-0.0338834892144781
rsw03.60m,0.1156536142715902,0.0208774081237521,0.0641099695785662,-0.044753472565311,0.3714141328489847,-0.1863261773541621,0.350357372869187,-0.0696858191389149
rsw04.10m,0.1434941306836321,0.0582373194324564,0.1169801030398196,-0.078962039832049,0.35972057479889,-0.1237170714928697,0.3542960280593877,0.1297173521783176
rsw05.10m,0.1598693056656334,0.0574797326310922,0.1322037373649571,-0.0917598238324674,0.4157778747725987,-0.199162324072831,0.3268702970603411,0.0573852215194542
rsw06.10m,0.1259678100339817,0.031317689129033,0.1166216535174661,-0.0780147604442965,0.4055321486287244,-0.1286929528224244,0.2943049170993572,0.017637263126465
rsw06.20m,0.1142610000261949,-0.0175955059946308,0.1068396870911565,-0.0705729072631619,0.4605068348316815,-0.2658391224961774,0.2989906844497125,-0.0430934360421031
rsw06.30m,0.1291201511501124,-0.0167835483725563,0.0928945846473269,-0.0599977419132937,0.4627401813404423,-0.3017849836795444,0.3221962913526072,-0.0750292084821444
rsw06.40m,0.1196920466237966,-0.0191514491341813,0.0704828062601791,-0.0498433657371422,0.4564991710141003,-0.3099355424324683,0.3360249251806227,-0.1173709551886846
rsw06.60m,0.1143543682912227,-0.026860503880307,0.0486543132188447,-0.0349181552102311,0.3876834287647802,-0.2516684144121436,0.3487407284386924,-0.1377213900252567
rsw07.10m,0.2086815392351554,-0.1145708951390667,0.1758594250479568,-0.1131273567289363,0.3663379868674401,-0.1530652477496818,0.3484986667542509,0.1389428879494977
rsw07.20m,0.1070558482173689,-0.0551931175278754,0.1447713561227502,-0.1008973898812709,0.3876492646564785,-0.1683704040199217,0.3286377304435088,0.0256082980142567
rsw08.10m,0.1582647277772247,-0.086780275892951,0.1773633456904214,-0.1267551416284837,0.3430880219264188,-0.1635928151252419,0.3680307076104164,0.0579652280447598
rsw08.20m,0.0950059014321145,-0.0441416170004378,0.14082089838099,-0.1125147500923655,0.3251695018196361,-0.1683783734657241,0.3458720597307241,-0.0334499421847902
rne01.10m,0.2072180769152616,0.1183474201823734,0.0947839275367869,-0.0681556667326503,0.3456827942898398,-0.1988115747309894,0.2891432667124715,0.1028861059920382
rne02.10m,0.1850487024622087,0.1043370224444624,0.1051776306167649,-0.0796554450159608,0.3463590739497825,-0.1870670520637254,0.3112920880220988,0.2037397679057426
rne02.20m,0.1381421796583038,0.0513023860830577,0.0418283864785039,-0.0298648742251563,0.4079226580698398,-0.2202229620630126,0.3035878494175091,0.0516654997710348
rne03.10m,0.1870816886816294,0.0971671775776196,0.0448338138836337,-0.0243942671476573,0.2751750046739297,-0.1176937747938824,0.2509589600105933,0.1381508272080485
rnw04.10m,,,,,,,,
rne06.10m,0.1814205746381088,0.0461458318187199,0.0405183201939749,-0.028582041611104,0.2858859584880713,-0.1045518057193837,0.3530645141117308,0.1646855352970654
rne06.20m,0.2034943970829538,0.0024260206041811,0.0442647935178532,-0.0300409891384463,0.3341776172592892,-0.1884480721151552,0.2959993255953022,0.0615540530682759
rne07.10m,0.2043550984514335,0.0803374366079631,0.0507878290791775,-0.0313970542738147,0.4301168695919399,-0.2297301399205502,0.2873987745792895,0.1318824392398496
rne07.20m,,,,,,,,
v01.2m,0.11848318948991284,0.0883114819941559,0.11238067022444738,0.05214053105549908,0.4289783471298159,0.25746272521752667,0.37454019068756333,0.29672129607792463
v01.10m,0.1962266857132536,0.14202701648674848,0.14124029377313135,0.0826066799684005,0.6216451413688451,0.3100222704796839,0.45545877553164255,0.2986679867870758
v03.2m,0.23352076395901483,0.16286167354375836,0.1437057819341223,0.06972994796240269,0.5313415150632544,0.37129153657073355,0.29007260829145215,0.22109000042527924
v03.10m,0.18738541127012467,0.13079929210955774,0.1181554110026295,0.054792562305016834,0.6624967691237335,0.2995296089038113,0.3737487650916847,0.17202227632283124
v04.2m,0.19590309150943266,0.12961234571841973,0.15420301429361483,0.08579859191946657,0.6156532570291602,0.4622367691289819,0.3834789132800274,0.3332541575071104
v04.10m,0.20532756703589417,0.12764426517915722,0.15576861784713877,0.07380574639826744,0.7894690424995346,0.23978512390539178,0.38138779967706427,0.14397444672467388
v05.2m,0.17849876922268526,0.11532134688272395,0.14674710295893023,0.08873509769370784,0.5880681203108091,0.488536122103145,0.44277867672476207,0.37489911722161057
v05.10m,0.21252325746901693,0.1317688810307563,0.13492544089880024,0.061736435823643715,0.7848906254143062,0.5141482547615123,0.46990344425829833,0.23975036254899393
v05.20m,0.24020769194788627,0.11375562200242119,0.14520932927641328,0.06259240365744038,0.7080520398443312,0.2018849961559223,0.4664767461922084,-0.00274549389075662
v06.2m,0.22347308596282464,0.1487329798588508,0.20200444893720299,0.13176306871711635,0.5384878387334305,0.44798815816840526,0.39469399435700336,0.33386873762264446
v06.10m,0.23917769776331393,0.11784668200574178,0.13062143957191963,0.07235205491895558,0.49266278064650476,0.12898316112054475,0.4255385910179809,0.09768502822680654
v06.20m,0.28288912279074174,0.09931211062288454,0.12541999080256605,0.060449712663136354,0.4917661634131437,0.0027962391350904647,0.4462687989397323,0.014177964398264322
v07.2m,0.2756283776304584,0.19544930434912755,0.21297627048041512,0.13578061269735384,0.6583840191894278,0.4599113397395529,0.3357583772362601,0.2475260477198186
v07.4m,0.2593199520108191,0.1741782938210858,0.19935180289549492,0.11421368686364669,0.700748578908099,0.3998522453406343,0.34160278498719476,0.18801553534946083
v07.6m,0.24941242747305115,0.15830251210159021,0.19633339144371995,0.09601443454886732,0.7702375395903664,0.3926983742908168,0.35715198533303916,0.16536864682794242
v07.8m,0.2406285254431026,0.14695944210142411,0.1918399701869012,0.07988960356806547,0.7394940988458217,0.3980761314122153,0.3641417815485856,0.17566979508242575
v07.10m,0.2363379668147136,0.1409552045759796,0.19176781169743076,0.07055738341483851,0.7288054621670439,0.2985385181464122,0.35560185822366336,0.10884695414409032
v07.12m,0.22805631857367456,0.13206068099850066,0.190723979457444,0.05577071425420105,0.7109903827571395,0.21449316934763699,0.3645808361876312,0.05994383318746155
v07.20m,0.2179975910992388,0.12236286732280242,0.1850770804157191,0.044614154678036935,0.6420345399468139,0.05028896487524001,0.3908784864984431,0.03228999503570811
EXTREME_SW,,,,,,,,
EXTREME_NE,,,,,,,,
