,sonic,rmse_24h_vh,bias_24h_vh,rmse_24h_dir,bias_24h_dir,rmse_24h_tke,bias_24h_tke
0,tnw01.2m,0.9801511533300663,0.706228081568596,99.30424193271635,16.5744741173678,0.5006290635310104,0.32902119051729944
1,tnw01.10m,1.4157285543567508,1.013480541972346,90.32604499671987,23.28348941237405,0.5891385475647298,0.09337590538048503
2,tnw01.20m,1.5014323066508868,0.8886166290083725,84.98420314372913,8.262230408747993,0.6504841629990151,-0.07384721247747042
3,tnw02.2m,1.3094182677725519,1.1275672820931026,77.76952472320568,8.92887269130283,0.5355101014295708,0.3618144842309937
4,tnw02.10m,1.910471214613252,1.596503607539147,75.59956030643325,25.881659209279388,0.42702497375603865,0.05956734321585132
5,tnw02.20m,1.8758276503934128,1.3345904214416975,79.5560686629068,26.1399638420958,0.566389567952223,-0.24121409206800454
6,tnw03.2m,1.6173904737974383,1.3105127678761412,43.53714395053081,9.23768022221724,0.58350632477708,0.4611178013252923
7,tnw03.10m,1.716233617699883,0.8582701294241017,33.61374562336578,6.080609225275783,0.2620759282838326,-0.020344261187922822
8,tnw04.2m,1.0336045316881548,0.7709005187191368,83.30616925931056,2.8677366885100497,0.31231320803811224,0.22693666138701393
9,tnw04.4m,1.1885950339649618,0.931281860245784,80.41149125558529,-4.893236326124469,0.24473363188208963,0.1455173299575735
10,tnw04.6m,1.2805717279371562,1.0134237567200626,78.27241235836085,-12.067143582152921,0.22456863544520583,0.08548212837581529
11,tnw04.8m,1.2981269401094808,1.011027147330877,75.31226685041487,-11.494449872747259,0.21604248083073768,0.03219543392300501
12,tnw04.10m,1.3211532978350935,1.0071060778698424,76.11160291818885,-15.41232594799327,0.22633877440151218,-0.0031305437600515364
13,tnw04.12m,1.3382119366053749,1.0353483852105967,77.32518324707165,-9.472441288560228,0.23074026372455145,-0.017866144659615207
14,tnw04.20m,1.3344845903359581,0.9683882244622823,68.2783975078525,-12.523301607384681,0.2754774245735816,-0.07139627745512091
15,tnw05.2m,,,,,,
16,tnw05.4m,,,,,,
17,tnw05.6m,,,,,,
18,tnw05.8m,,,,,,
19,tnw05.10m,,,,,,
20,tnw05.12m,,,,,,
21,tnw05.20m,,,,,,
22,tnw06.2m,0.9176135455858664,0.7343508362427121,73.28317063380372,-29.27150365000645,0.3321448898216092,0.2139282028138253
23,tnw06.4m,1.0312778628230492,0.7676132451216695,71.71573660329223,-23.622945549880132,0.31782890842285527,0.13546883597693324
24,tnw06.6m,1.2708201665314063,0.9255547446282638,72.97582177475756,-15.613577992555562,0.3353942590240902,0.09797630263037489
25,tnw06.8m,1.3611107789146208,0.951844390107726,74.10855577956887,-9.370670532472861,0.3374011985024861,0.06812507726612074
26,tnw06.10m,1.4532632514424575,0.974120324824416,72.91305867155465,-5.908447946014138,0.35600677468218594,0.021665302849704294
27,tnw06.12m,1.4953879542286204,0.9805408631482968,73.41104742055083,-10.869409343688751,0.3703234414337682,-0.0016407980860782205
28,tnw06.20m,1.6181870294173808,1.0171638501272418,72.23491315867618,-17.95767946504765,0.36806495146628676,-0.014366421325446665
29,tnw07.4m,1.279175825684928,1.0738502498124256,80.45066694542616,26.92463574583928,0.44104823892728917,0.2815818164632617
30,tnw07.6m,1.3706022921863086,1.089611475576515,81.61539336649139,28.55578085506757,0.45186064686958954,0.2508225204557637
31,tnw07.8m,1.3395758835534763,0.9591319969052077,82.68628918687757,25.594120208679303,0.4248457369987362,0.18741488828060487
32,tnw07.10m,1.3273955956162167,0.8095354168942371,84.74887197890766,19.607242161833412,0.4083723347402833,0.12499793413196883
33,tnw07.12m,1.3324725812255842,0.7143648688355055,87.11720366915014,19.783950640132694,0.40408142916976486,0.06820958712716527
34,tnw07.20m,1.351405668187899,0.38636653333783805,87.58129269245586,23.938061082167096,0.40249263016486697,0.035467219880595056
35,tnw07.30m,1.3526705605590241,0.2728569213362203,87.90839288682177,19.954211559263864,0.40734756220096746,0.00604379785961906
36,tnw07.40m,1.342528758030335,0.26153940328220526,90.6797959463922,22.294454450019202,0.4248492443087808,-0.024119401618565805
37,tnw07.60m,1.4435629434358184,0.36229893715753475,88.15947892946166,12.831891133703127,0.45035896281559107,-0.027711109582618736
38,tnw08.2m,0.8403358254305617,0.6250095807871305,78.96817408749399,20.21583071489467,0.3883001046782763,0.22154631526825774
39,tnw08.10m,1.4056179303947995,0.806100430592651,94.55817905439652,18.557893951386877,0.45294408338825554,0.08886310148525332
40,tnw08.20m,1.663877431526857,0.670389653624076,96.13664668260704,22.44431168159909,0.4508894801159175,0.036602823934439824
41,tnw09.2m,0.5317685360404923,0.1823518510999216,94.26111034692136,20.830386223933512,0.35429019998052225,0.17550948668442862
42,tnw09.10m,1.2540350910118823,0.6540110050970978,82.33200156566855,20.985634631865555,0.4475692044122005,0.04913180545804464
43,tnw10.10m,1.3698009300581133,1.01880514181603,65.21503875584905,-3.98548625029524,0.35490467762842776,-0.014242154340101546
44,tnw10.20m,1.4013565027424189,0.7906199504535031,57.04468948532481,0.7198070050501172,0.4708718147633498,-0.17896982654938115
45,tnw10.30m,1.4495661484182012,0.7123437783494592,52.155762784021405,1.9192154346435606,0.4067661868462462,-0.12407645603706058
46,tnw10.40m,1.5399564103014867,0.7400772247493929,44.50904370653205,0.6567875906133638,0.36072802500052936,-0.09928825896779211
47,tnw10.60m,1.6441437119521343,0.6962231637695596,41.85499446976881,2.0870840898124388,0.343028565004085,-0.10104333893449263
48,tnw11.2m,1.7786211659451356,1.6044836392282247,40.189903924008,-4.79328857746919,0.4813415477215895,0.3822957451957173
49,tnw11.10m,1.311948989099443,0.7959352856377198,34.61399986653002,-0.8886173888278005,0.25042409953852546,0.014183076079476971
50,tnw11.20m,1.4201473477552593,0.735132917798592,41.06316606913986,-2.9181046015645395,0.2479045028038214,-0.05078929456804447
51,tnw12.2m,1.4356518504988156,1.2895926466059353,59.242524555322255,-9.17091406744798,0.38942171157252053,0.2845671824865295
52,tnw12.4m,1.3348511472574405,1.186341881486997,56.044966033246766,-3.9129256815129514,0.27934258336017553,0.1599427544304916
53,tnw12.6m,1.3203540348332226,1.1313349066677523,49.129290345607004,-3.4579777983903868,0.2531249696739389,0.07205764236824944
54,tnw12.8m,1.2600807985714084,1.028978344127314,52.87998413662887,-1.7017203283842397,0.2454738555494922,0.04048220485582843
55,tnw12.10m,1.247996089851475,0.9826034133453202,50.27159322436235,-4.384712048257323,0.2460596309854567,0.016064900960788046
56,tnw12.12m,1.2639374469338256,0.9485480449118978,49.925114002751315,-8.522226621872935,0.24327823831382867,-0.001264654363452414
57,tnw12.20m,1.4495963535737664,0.9457049653478297,46.31478563519468,-7.680272354350351,0.24019535037424872,-0.046405193218628
58,tnw12.30m,1.432470477532549,0.8519321095905005,43.45366022556501,-7.917681274770697,0.24750127807940908,-0.07120431475737869
59,tnw13.2m,0.506370085265804,0.2424325909573942,82.14453548522216,-18.67237663453287,0.17780722917502934,0.11810176726199861
60,tnw13.4m,1.0788619143696285,0.7917229446024415,84.07981426947477,-14.614426241955227,0.33289644290260534,0.22410528778539943
61,tnw13.6m,1.3335134524580277,1.1089670224965213,82.16587412216849,-17.54632037494765,0.33358852673731837,0.21262219958327463
62,tnw13.8m,1.5951601213382667,1.3853241987933178,77.7103804642724,-15.779137618871793,0.3420372450504227,0.2124775979813609
63,tnw13.10m,1.5360552372048328,1.3429377621169851,73.15091904170869,-11.911549484247631,0.30918187113333334,0.17225575268849536
64,tnw13.12m,1.444464604069518,1.2493771448185775,68.93258662402467,-2.83520016747206,0.2605280834647604,0.11297396775808335
65,tnw13.20m,1.049921178721146,0.7669229345495238,62.79723810165052,2.7127792750140287,0.2403108830369121,-0.016570289129324005
66,tnw13.30m,0.9887908267331493,0.6575130466919045,62.58058145786086,-1.0910211750927155,0.2677759222004903,-0.048662687626468706
67,tnw14.2m,0.8348116136676091,0.4750032289757645,92.48153879930189,-3.28269133233123,0.31765242688129147,0.22341076203983887
68,tnw14.4m,0.9421381473635829,0.6989286204139191,87.33055083912433,-2.1144420508653163,0.31994851840748084,0.22120338236911435
69,tnw14.6m,1.2551048920717522,1.0187575676400464,87.05289994750075,0.7834879114617226,0.3438596650355255,0.228554323135372
70,tnw14.8m,1.3597538054794023,1.096241568032071,87.91446438840482,-2.3760549560406456,0.3321126190434729,0.21553419768254733
71,tnw14.10m,1.4268253396779005,1.1758084338008958,87.4951464431797,2.746177696389424,0.3029012764002902,0.1873652618270393
72,tnw14.12m,1.3659965827477794,1.1172696767100427,84.79394032686837,6.7492166533494,0.24714425519268002,0.13075192413136785
73,tnw14.20m,1.0596490977447175,0.7935328037754242,77.40072008886432,6.492208936081199,0.22361845516997736,-0.02768165730808804
74,tnw14.30m,0.9500062859728706,0.5703969293913211,77.04565493687865,3.6542669232565177,0.2560517924204313,-0.05708265604897061
75,tnw15.2m,0.8685816413296142,0.46668370022584166,89.84312498431328,1.678238222298093,0.33209971531689,0.2422680849458349
76,tnw15.4m,1.0029388004997672,0.6691894949984335,84.40071389902047,-3.7618878846761907,0.30471499638115107,0.21080175810738214
77,tnw15.6m,1.2164436732095742,0.9175380092158498,87.35923617065234,9.142165016388633,0.2750299474204653,0.16659536755515636
78,tnw15.8m,1.2789787541515998,0.9866697132636607,86.87296554892659,10.802037939706818,0.2455452577440016,0.12129542697551714
79,tnw15.10m,1.297480242295437,0.9882789016619953,88.08100344744416,6.187749548618395,0.23218379348321588,0.08824848099305255
80,tnw15.12m,1.270745848384254,0.9454375970380735,89.27591415411186,5.290360342940228,0.22249824283975014,0.05427569841316094
81,tnw15.20m,1.1681308437797648,0.8078293291836347,89.5598526247702,1.8293439893231145,0.22482559322359286,-0.025693412398453585
82,tnw15.30m,1.107487474353835,0.6803716396057009,83.32969115467913,9.348982942031695,0.24315779940383456,-0.05472726024804642
83,tnw16.2m,0.5896038342491041,0.2474840981219243,89.94524566776222,-10.411681571198338,0.23001072896938654,0.15872271168059401
84,tnw16.4m,0.9356015038575765,0.5018210844672951,91.17502391398416,-8.626486015256244,0.27170632984167187,0.17516866942444997
85,tnw16.6m,1.1616189662321081,0.7253204787742165,88.95283608429337,-11.883220867382681,0.2562337891743456,0.13605516100103793
86,tnw16.8m,1.2984460854806252,0.9002039570691982,88.82941791470638,-7.020193721365462,0.24410719455304125,0.0957410713197755
87,tnw16.10m,1.3991997232582407,1.0000652208643706,89.42659886852695,-3.319065053518745,0.24304152752605565,0.06519251187240646
88,tnw16.12m,1.4452116726160156,1.008717988203413,91.0637613260448,0.012967069289156856,0.24331570398944335,0.032736954702734355
89,tnw16.20m,1.4651628802592565,0.9240579855601929,89.61994416974916,7.813885936278768,0.23716857373630765,-0.033566651665477745
90,tnw16.30m,1.3633586825343402,0.7723194423227657,83.35120535678605,10.208772327435943,0.249386264203978,-0.05400757141010902
